QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
31119104.00002,Don't know/Refused/Web blank,*,"Have you personally received at least one dose of the COVID-19 (coronavirus) vaccine, or not?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00006,"Yes, makes me more likely to get vaccinated",12,"Does news about the new omicron variant of the coronavirus make you more likely to get a COVID-19 vaccine, or not?",,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00006,"No, does not make me more likely",87,"Does news about the new omicron variant of the coronavirus make you more likely to get a COVID-19 vaccine, or not?",,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00006,Don't know/Refused/Web Blank,1,"Does news about the new omicron variant of the coronavirus make you more likely to get a COVID-19 vaccine, or not?",,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00004,"Yes, makes me more likely to get a booster shot ",54,"Does news about the new omicron variant of the coronavirus make you more likely to get a booster shot, or not? ",,"Asked of those who are vaccinated and did not receive a booster or an additional dose of the vaccine (51% of those vaccinated, 41% of sample)",12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00004,"No, does not make me more likely ",46,"Does news about the new omicron variant of the coronavirus make you more likely to get a booster shot, or not? ",,"Asked of those who are vaccinated and did not receive a booster or an additional dose of the vaccine (51% of those vaccinated, 41% of sample)",12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00004,Don't know/Refused/Web blank,*,"Does news about the new omicron variant of the coronavirus make you more likely to get a booster shot, or not? ",,"Asked of those who are vaccinated and did not receive a booster or an additional dose of the vaccine (51% of those vaccinated, 41% of sample)",12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00005,Have recommended this,77,"As far as you know, has the Centers for Disease Control and Prevention, known as the CDC, recommended all adults receive an additional dose of a COVID-19 (coronavirus) vaccine, known as a booster shot, have they not recommended this, or are you not sure?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00005,Have not recommended this,4,"As far as you know, has the Centers for Disease Control and Prevention, known as the CDC, recommended all adults receive an additional dose of a COVID-19 (coronavirus) vaccine, known as a booster shot, have they not recommended this, or are you not sure?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00005,Not sure,19,"As far as you know, has the Centers for Disease Control and Prevention, known as the CDC, recommended all adults receive an additional dose of a COVID-19 (coronavirus) vaccine, known as a booster shot, have they not recommended this, or are you not sure?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00005,Refused/Web blank,*,"As far as you know, has the Centers for Disease Control and Prevention, known as the CDC, recommended all adults receive an additional dose of a COVID-19 (coronavirus) vaccine, known as a booster shot, have they not recommended this, or are you not sure?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00003,Yes,49,"Have you personally received a booster or additional dose of the COVID-19 (coronavirus) vaccine, after you were already fully vaccinated, or not? This could include receiving a 3rd dose of the Pfizer or Moderna vaccine or receiving another vaccine after getting the one-dose Johnson and Johnson vaccine.",* = Less than .5 percent.,Asked of those who are vaccinated (80%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00003,No,51,"Have you personally received a booster or additional dose of the COVID-19 (coronavirus) vaccine, after you were already fully vaccinated, or not? This could include receiving a 3rd dose of the Pfizer or Moderna vaccine or receiving another vaccine after getting the one-dose Johnson and Johnson vaccine.",* = Less than .5 percent.,Asked of those who are vaccinated (80%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00003,Don't know/Refused/Web blank,*,"Have you personally received a booster or additional dose of the COVID-19 (coronavirus) vaccine, after you were already fully vaccinated, or not? This could include receiving a 3rd dose of the Pfizer or Moderna vaccine or receiving another vaccine after getting the one-dose Johnson and Johnson vaccine.",* = Less than .5 percent.,Asked of those who are vaccinated (80%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,"Nothing 

",45,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,"Don't trust it 

",2,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,"Already had COVID 
",1,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,Not worried about COVID,*,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,More research/transparency,12,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,If required for work/lf it were mandatory,6,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,Money/Large sum of money,5,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,If it prevented 100% of infections,3,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,If doctor recommended it,3,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,If the vaccine had no side effects,2,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,More time,2,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,To keep my family safe,1,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,New/Different/Safer vaccine,1,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,"If I wanted to travel ",1,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,More deaths/If a family member died,*,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,More dangerous variant,*,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,"If not pushed by the government ",*,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,Other,7,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,Don't know,3,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00007,Refused/Web Blank,5,"What, if anything, would convince you to get vaccinated for COVID-19 (coronavirus)?",* = Less than .5 percent.  Open-ended question. Respondents answered the question in their own words; these responses were coded by the survey organization into the listed response categories.,Asked of those who are unvaccinated (20%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00008,Covered by health insurance,90,"Are you, yourself, now covered by any form of health insurance or health plan or do you not have health insurance at this time? A health plan would include any private insurance plan through your employer or a plan that you purchased yourself, as well as a government program like Medicare or Medicaid or state-specific Medicaid name?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00008,"Not covered by health insurance ",10,"Are you, yourself, now covered by any form of health insurance or health plan or do you not have health insurance at this time? A health plan would include any private insurance plan through your employer or a plan that you purchased yourself, as well as a government program like Medicare or Medicaid or state-specific Medicaid name?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,"Plan through your employer ",37,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Plan through your spouse's employer,12,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Plan you purchased yourself,9,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Medicare,24,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009," Medicaid ",13,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Somewhere else,2,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Plan through your parents/mother/father (Vol.),4,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00009,Don't know,*,"Which of the following is your main source of health insurance coverage? Is it a plan through your employer, a plan through your spouse's employer, a plan you purchased yourself either from an insurance company or a state or federal marketplace, are you covered by Medicare or Medicaid/State-specific Medicaid name, or do you get your health insurance from somewhere else? ",* = Less than .5 percent.,Asked of those who have health insurance (94%),12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00010,Yes,10,"Do you consider yourself to be gay, lesbian, bisexual, or transgender?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
