QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
USGALLUP.36-053.Q4A,THOMAS,*,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4A,LEMKE,*,"REGARDLESS OF HOW YOU, YOURSELF, PLAN TO VOTE, WHICH (1936) PRESIDENTIAL CANDIDATE DO YOU THINK WILL WIN?",* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4B,LANDON,36,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4B,ROOSEVELT,63,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4B,LEMKE,1,WHICH (1936 PRESIDENTIAL) CANDIDATE DO YOU THINK WILL WIN IN YOUR STATE?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4C,LANDON,45,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4C,ROOSEVELT,28,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4C,NEITHER,15,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4C,DON'T READ A PAPER,4,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q4C,BOTH CANDIDATES,8,DOES THE NEWSPAPER WHICH YOU READ SUPPORT LANDON OR ROOSEVELT (FOR PRESIDENT 1936)?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,LANDON,38,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,ROOSEVELT,56,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,THOMAS,1,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,LEMKE,3,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,OTHER PARTY,*,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5A,Don't know/No answer,2,WHICH CANDIDATE DO YOU PREFER FOR PRESIDENT (1936)?,* = LESS THAN .5 PERCENT,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5B,"YES, VOTED",79,DID YOU VOTE IN 1932?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5B,No,10,DID YOU VOTE IN 1932?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
USGALLUP.36-053.Q5B,"NO, TOO YOUNG TO VOTE",11,DID YOU VOTE IN 1932?,,,12/13/1936,Gallup Organization,,Gallup Poll,09/28/1936,10/2/1936,Y,National Adult,5599,Face-to-face interview,Sample size is approximate.
